time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1702377583,2.8455524467078845,15.471278722308046,1.0580120294266324,0.31749460983949856,8.303663463424197,1.8201005133514792,0.4131379913562479,0.7569272379943704,0.6533388527498314,0.7804240108467824,0,0.3529311759878037,0.8871273111823718,3.252486151982028,1.4218810325477025,217833472,98988032,10801152,434114560,102789120,335290368,49147904,11849728,263401472,95973376,4620288,2899968,306163712,16482304,63827968,14,14,24,8,8,2,6,36,0,0,0,0,0,0,0.022423099007806157,0.0031174352267130576,0.03125,0.028974710233773845,0.0023697478991596636,0.003,0.0032207792207792204,0.006280996795876705,0.05321173789384648,0.004811383408083504,0.08206989247311827,0.04641032599912515,0.00466218487394958,0.0046,0.004997402597402598,0.017594959713496516
1702377584,2.8455524467078845,15.471278722308046,1.0510328824494786,0.31749460983949856,8.303663463424197,1.8201005133514792,0.4131379913562479,0.7569272379943704,0.6533388527498314,0.6724631881685029,0,0.3529311759878037,0.8647168878088933,3.252486151982028,1.4218810325477025,217833472,98988032,10792960,434114560,102789120,335290368,49147904,11849728,263401472,95973376,4620288,2899968,306163712,16482304,63827968,14,7.937,18.072,10.016,10,2,6,54.048,0,0,0,0,0,0,0.0225,0.0031174360330864757,0.03125000000000001,0.02897435897435897,0.0023697478991596636,0.003,0.0032207792207792204,0.006280968468468468,0.053761904761904886,0.004811384859555657,0.0820698924731183,0.04641025641025641,0.00466218487394958,0.0046,0.004997402597402598,0.017594986807387854
1702377585,2.8455524467078845,15.472340763824866,1.0510328824494786,0.31749460983949856,8.303663463424197,1.8201005133514792,0.4131379913562479,0.7569272379943704,0.6533388527498314,0.6594561213210565,0.00009637448370812384,0.3612103136424857,0.8647168878088933,3.252486151982028,1.4218810325477025,217833472,98988032,10792960,434114560,102789120,335290368,49147904,11849728,263401472,95973376,4620288,2899968,306163712,16482304,63827968,20,10,26,2,2,2,2,28,0,0,0,0,0,0,0.022442791762013727,0.0031247637051039696,0.03151824034334764,0.028825136612021858,0.002344978165938865,0.003,0.0032199999999999998,0.00628063725490196,0.05369158878504668,0.004824574669187145,0.08198507462686566,0.045983606557377044,0.004664628820960699,0.0046,0.004995999999999999,0.017654285714285713
1702377586,2.8455524467078845,15.472340763824866,1.0510328824494786,0.31749460983949856,8.303663463424197,1.8201005133514792,0.4131379913562479,0.7569272379943704,0.6533388527498314,0.8223472414822081,0.00009637448370812384,0.3612103136424857,0.8647168878088933,3.252486151982028,1.4218810325477025,217833472,98988032,10792960,434114560,102789120,335290368,49147904,11849728,263401472,95969280,4620288,2899968,306163712,16482304,63827968,36,13.862,26,6,6.016,2,6,50,0,0,0,0,0,0,0.02267467248908297,0.0031335799990146965,0.03195777351247601,0.02904228855721393,0.0023416769011013975,0.003,0.003236111111111111,0.006254107338444689,0.053982300884955696,0.004840443998226454,0.08259259259259262,0.046106965174129357,0.004628332892863991,0.0046,0.0052903225806451605,0.017414634146341455
1702377587,2.8455524467078845,16.455106340949538,1.0510328824494786,0.31749460983949856,8.303663463424197,1.8933091803496103,0.4131379913562479,0.7569272379943704,0.6533388527498314,0.8223472414822081,0.00009637448370812384,0.36121031364248574,0.8647168878088933,3.252486151982028,1.4218810325477025,217833472,99074048,10792960,434114560,102789120,335290368,49147904,11849728,263401472,95969280,4620288,2899968,306163712,16482304,63827968,19.953,9.953,23.715,11.953,12,2.008,12,65.763,0,0,0,0,0,0,0.02267443346966818,0.00313356887149297,0.03195777351247601,0.029041872371778053,0.002341646196842535,0.003,0.0032287581699346406,0.006254072316582022,0.05398150401050823,0.004840423968687346,0.0825925925925926,0.046106877444485744,0.004628334214313107,0.0046,0.005140624999999999,0.017414667064168818
1702377588,2.8455524467078845,16.455106340949538,1.0510328824494786,0.31749460983949856,8.303663463424197,1.8933091803496103,0.4131379913562479,0.7569272379943704,0.6533388527498314,0.8223472414822081,0.00009637448370812384,0.36121031364248574,0.8647168878088933,3.252486151982028,1.4218810325477025,217833472,99074048,10792960,434114560,102789120,335290368,49147904,11849728,263401472,95969280,4620288,2899968,306163712,16482304,63827968,10,8,22,4,4,2,4,20,0,0,0,0,0,0,0.02267467248908297,0.0031335740072202167,0.03195777351247601,0.02904228855721393,0.002341666666666667,0.003,0.0032287564780357136,0.006254107338444689,0.053982300884955696,0.00484043321299639,0.08259259259259262,0.046106965174129357,0.004628333333333334,0.0046,0.005140589719820053,0.017414634146341455
1702377589,2.7967377770399557,16.455106340949538,1.0510328824494786,0.31749460983949856,8.303663463424197,1.8933091803496103,0.43690877497827946,0.7569272379943704,0.6533388527498314,0.8449115599680521,0.00009637448370812384,0.36121031364248574,0.8647168878088933,3.252486151982028,1.4218810325477025,217833472,99074048,10792960,434114560,102789120,335290368,49229824,11849728,263401472,95969280,4620288,2899968,306163712,16482304,63827968,4.012,10.024,26.157,2,1.988,2,2,10.024,0,0,0,0,0,0,0.022806122448979595,0.0031335740072202167,0.03195777351247601,0.02904228855721393,0.0023416820181994353,0.003,0.0032287564780357136,0.006254107338444689,0.05417431192660554,0.00484043321299639,0.08259259259259262,0.046106965174129357,0.004628332672634453,0.0046,0.005140589719820053,0.017414634146341455
1702377590,2.7967377770399557,16.455106340949538,1.0510328824494786,0.31749460983949856,8.303663463424197,1.5821911492886604,0.43690877497827946,0.7620224210738109,0.6533388527498314,0.8449115599680521,0.00009637448370812384,0.36121031364248574,0.8647168878088933,3.252486151982028,1.4218810325477025,217833472,99074048,10792960,434114560,102789120,335290368,49229824,11849728,263401472,95969280,4620288,2899968,306163712,16482304,63827968,14,6,28,2,2,2,2,14,0,0,0,0,0,0,0.02272108843537415,0.0031393596986817322,0.03207343412526999,0.028798342541436466,0.0023130434782608696,0.003,0.0032364864864864863,0.006280048076923076,0.05508928571428574,0.004850847457627119,0.08329608938547489,0.04609116022099447,0.004629565217391304,0.0046,0.0052968749999999995,0.017626086956521736
1702377591,2.7967377770399557,16.455106340949538,1.0431768212243748,0.31749460983949856,8.303663463424197,1.5506359962828338,0.46288459491110645,0.762022421073811,0.6533388527498314,0.8449115599680521,0.00009637448370812384,0.36121031364248574,0.8647168878088933,3.2360193236714996,1.4218810325477025,217833472,99074048,10792960,434114560,102789120,335290368,49229824,11849728,263401472,95969280,4620288,2899968,306163712,16482304,63827968,14,12,22,8,8,2,10,38,0,0,0,0,0,0,0.02289231800949513,0.003138943332955191,0.032207661290322584,0.02873739974549981,0.0023728813559322033,0.003,0.0032456126611531376,0.006245862613742446,0.05642909844655606,0.004850097999319345,0.08368020304568531,0.04605676144349847,0.004650847457627119,0.0046,0.005468725314711172,0.017462474053337836
1702377592,2.7967377770399557,16.455106340949538,1.0431768212243748,0.31749460983949856,8.210747544654232,2.052758144447029,0.46288459491110645,0.762022421073811,0.6361441097440221,0.8449115599680521,0.00009637448370812384,0.36121031364248574,0.8647168878088933,3.2360193236714996,1.4151315901252293,217833472,99074048,10792960,434114560,102789120,335511552,49229824,11849728,263405568,95969280,4620288,2899968,306163712,16482304,63967232,12.032,4,18,12.048,12.032,2,12.032,62.097,0,0,0,0,0,0,0.022892237434161085,0.003138941501905068,0.03220766129032258,0.028737256571448967,0.0023728813559322033,0.003,0.0032392026578073087,0.006245850285555421,0.0564288349332466,0.004850094703429123,0.08368020304568528,0.046056731236721174,0.004650847457627119,0.0046,0.005359374999999999,0.017462487026989944
