time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,orders_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1702366103,3.128613135619863,26.03075538464687,1.1023130766182567,0.3368554219565151,10.192603979008343,1.9929721063125632,0.37331663719564273,0.7755585872366378,1.3525353898161994,0.8893057844255836,0.000059614887824643415,0.41401801723006504,0.8024497816594065,3.198381367414972,1.3765493986331636,215326720,114839552,13283328,434507776,110321664,321908736,58114048,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,26.097,18.048,2.016,2,2,2,1.992,18.065,0,0,0,0.038957725947521865,0.003201465201465202,0.01198529411764706,0.03156887755102041,0.0025075757575757575,0.003016949152542373,0.003047761479168218,0.006911468812877263,0.0934717607973422,0.004962637362637363,0.02257352941176471,0.049068877551020414,0.004586363636363636,0.004630508474576272,0.004685970662502792,0.01929439252336448
1702366104,3.128613135619863,26.03075538464687,1.1023130766182567,0.3368554219565151,10.192603979008343,1.9929721063125632,0.38097013625915377,0.7755585872366378,1.3525353898161994,0.8893057844255836,0.000059614887824643415,0.41401801723006504,0.8024497816594065,3.198381367414972,1.3765493986331636,215326720,114839552,13283328,434507776,110321664,321908736,58114048,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,24,6,2,8,10,2,7.992,40,0,0,0,0.038544568245125345,0.0031908256880733947,0.011384615384615384,0.03134517766497462,0.002511450381679389,0.003016949152542373,0.0030298514651009812,0.006887651821862348,0.09266773162939299,0.004943486238532109,0.02246153846153846,0.04860406091370559,0.004587786259541985,0.004630508474576272,0.004653732637181766,0.01924881516587677
1702366105,3.128613135619863,26.03075538464687,1.0931807662638313,0.3368554219565151,10.192603979008343,1.9929721063125632,0.38862363532266475,0.7755585872366378,1.3525353898161994,0.8893057844255836,0.000059614887824643415,0.41401801723006504,0.8024497816594065,2.7861026195561545,1.3765493986331636,215326720,114839552,13283328,434507776,110321664,321908736,58114048,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,21.724,9.886,1.961,5.913,5.852,2,5.701,53.537,0,0,0,0.03854593938232297,0.0031908321500043473,0.011384615384615384,0.03134617166412225,0.0025114874145633647,0.003016949152542373,0.0030298493086788705,0.006866080773606601,0.09266838643269984,0.004943497870007824,0.02246153846153846,0.048604220355464994,0.004587791739077118,0.004630508474576272,0.004653728755621967,0.01923669321541058
1702366106,3.128613135619863,26.03075538464687,1.0931807662638313,0.3368554219565151,10.192603979008343,1.9929721063125632,0.45920994381066105,0.7755585872366378,1.3525353898161994,0.8893057844255836,0.000059614887824643415,0.41401801723006504,0.8024497816594065,2.843077162312198,1.3765493986331636,215326720,114839552,13283328,434507776,110321664,321908736,58114048,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,38.777,20.788,1.859,5.727,3.942,1.866,5.966,71.648,0,0,0,0.038408020588953616,0.00318954980295692,0.011384615384615387,0.03118573297496513,0.002507618412412816,0.0030185185185185185,0.0030300348900328317,0.00688818911076087,0.0926516845289502,0.004941189645322456,0.02246153846153846,0.048257345530069336,0.004587681283057497,0.004633333333333333,0.004654062802059097,0.019285657217814722
1702366107,3.128613135619863,26.03075538464687,1.0931807662638313,0.3368554219565151,10.192603979008343,1.9929721063125632,0.4582140940797715,0.7755585872366378,1.3525353898161994,0.8893057844255836,0.000059614887824643415,0.41401801723006504,0.8024497816594065,2.9000517050682415,1.4085803393213285,215326720,114839552,13283328,434507776,110321664,321908736,58167296,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,30.229,12.017,1.984,6.016,8.016,2.079,6.317,43.921,0,0,0,0.03840999733550008,0.0031808296132159867,0.011384615384615385,0.031186616191624085,0.0025076923076923076,0.003016949152542373,0.0030300297869209083,0.006888414767228975,0.09265256095499584,0.004925493303788776,0.02246153846153846,0.04825752457263144,0.004587692307692307,0.004630508474576272,0.004654053616457634,0.019285738877239434
1702366108,3.128613135619863,26.03075538464687,1.0931807662638313,0.3368554219565151,10.326642297920783,1.9929721063125632,0.4582140940797715,0.7755585872366378,1.3525353898161994,0.8893057844255836,0.000059614887824643415,0.41401801723006504,0.8024497816594065,2.957026247824285,1.4085803393213285,215326720,114839552,13283328,434507776,110321664,321908736,58167296,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,13.96,5.98,1.98,7.96,8,2,8.048,43.842,0,0,0,0.038186319747839176,0.003180831273087728,0.011384615384615384,0.031186805561450117,0.0025076923076923076,0.003016949152542373,0.0030300293006948606,0.006888429177853339,0.09220131551421935,0.004925496291557911,0.02246153846153846,0.04825756296101383,0.004587692307692307,0.004630508474576272,0.004654052741250749,0.019285720433814782
1702366109,3.128613135619863,24.940238494726888,1.0931807662638313,0.3368554219565151,10.326642297920783,1.9929721063125632,0.4582140940797715,0.7755585872366378,1.3525353898161994,0.904413083181126,0.000059614887824643415,0.41401801723006504,0.8024497816594065,3.418472565362607,1.4085803393213285,215326720,114839552,13283328,434507776,110321664,321908736,58167296,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,10,8,2,2,2,2,2,18,0,0,0,0.03806366047745358,0.0031690647482014393,0.010483870967741936,0.031373762376237624,0.002469230769230769,0.003016949152542373,0.003029585798816568,0.006918016194331984,0.09386666666666661,0.004904316546762591,0.022096774193548392,0.0483539603960396,0.00458,0.004630508474576272,0.004653254437869823,0.019425581395348827
1702366110,3.128613135619863,25.924502361301165,1.0931807662638313,0.3368554219565151,10.326642297920783,1.9929721063125632,0.4582140940797715,0.6374736122732679,1.4855437338752686,0.904413083181126,0.000059614887824643415,0.40397435018174027,0.8024497816594065,3.418472565362607,1.4085803393213285,215326720,114900992,13283328,434507776,110321664,321908736,58167296,12304384,283439104,93949952,4677632,2920448,297336832,18202624,83828736,8,2,2.016,12.048,10,2,12.081,68.145,0,0,0,0.03806366047745358,0.003169062608257202,0.010483870967741936,0.031373762376237624,0.002469230769230769,0.003016949152542373,0.0030295845895197877,0.0069171626984126985,0.09386666666666661,0.004904312694862962,0.022096774193548392,0.0483539603960396,0.00458,0.004630508474576272,0.0046532522611356176,0.019457568807339454
1702366111,3.128613135619863,25.924502361301165,1.1085359170091946,0.3368554219565151,10.342176706342117,1.9929721063125632,0.4582140940797715,0.7706565782651477,1.5155709452243362,0.8579155319433768,0.00007611701722780633,0.34368454487003375,0.8024497816594065,3.332870632079237,1.4085803393213285,215326720,114900992,13299712,434507776,110362624,321908736,58167296,12304384,283439104,93954048,4677632,2920448,297336832,18194432,83828736,14,2,2,10,10,2,10,56,0,0,0,0.037830687830687826,0.0031755725190839696,0.010483870967741936,0.031607142857142854,0.0024906367041198497,0.0030185185185185185,0.0030289017341040463,0.0069270323212536735,0.0937333333333333,0.004916030534351144,0.022096774193548392,0.04832142857142858,0.004594007490636704,0.004633333333333333,0.004652023121387283,0.01945135746606335
1702366112,2.5271788672372693,25.924502361301165,1.1085359170091946,0.3368554219565151,10.342176706342117,1.9929721063125632,0.4582140940797715,0.7706565782651477,1.8016326809440684,0.8579155319433768,0.00007611701722780633,0.33695163903367137,0.8126218644832341,3.332870632079237,1.4085803393213285,215334912,114900992,13299712,434507776,110362624,321908736,58167296,12304384,283439104,93954048,4677632,2920448,297340928,18194432,83828736,13.964,10,2,2,2,2,2.012,24,0,0,0,0.03783078611264761,0.0031721611721611726,0.010483870967741936,0.031607142857142854,0.0024906367041198497,0.003016949152542373,0.0030289008198753514,0.0069270323212536735,0.09373337450876586,0.00490989010989011,0.022096774193548392,0.04832142857142858,0.004594007490636704,0.004630508474576272,0.004652021475775633,0.01945135746606335
