time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1702381508,3.259780146321508,30.200450870955542,1.0631601570334215,0.35638779203685733,9.249128680383125,2.0319021456512725,0.47047418827377874,0.7334437177454279,0.6830681056032853,0.9263218705937621,0.00013294336612602908,0.39364482713405147,2.2631551390892213,2.417521822439878,1.3604949791166818,219246592,122281984,11300864,434171904,103043072,336506880,62595072,12369920,262066176,96137216,4620288,2899968,307916800,17285120,95731712,11.929,3.976,17.787,2,2,2.008,1.98,37.834,0,0,0,0,0,0,0.040967632751362094,0.0031247787010573414,0.03568913480885312,0.03256370495815773,0.0026250927965706197,0.003,0.0031253957524080738,0.0034199341044258685,0.10217927638112347,0.004824601661903214,0.09571611253196932,0.05837114547172804,0.004862486240508494,0.0046,0.004825712354334532,0.007337036024501619
1702381509,3.259780146321508,30.200450870955542,1.0631601570334215,0.35638779203685733,9.249128680383125,2.0319021456512725,0.48133511871715406,0.7192932231749514,0.6830681056032853,0.9263218705937621,0.00010074920774486544,0.39364482713405147,2.050344208320859,2.417521822439878,1.3604949791166818,219246592,122281984,11300864,434171904,103043072,336506880,62595072,12369920,262066176,96137216,4620288,2899968,307048448,17285120,95731712,20.056,18.04,40.161,10.064,10.348,2,10.032,72.177,0,0,0,0,0,0,0.04096839988761624,0.003124784916068331,0.03568913480885312,0.032564235108556064,0.0026248893111381908,0.003,0.003124260355029586,0.003419937129630828,0.1021826655046409,0.004824612848922995,0.09571611253196932,0.058372408892529995,0.004862516412486407,0.0046,0.0048236686390532545,0.00733705113049829
1702381510,3.259780146321508,30.200450870955542,1.0631601570334215,0.35638779203685733,9.230474737503387,2.0319021456512725,0.48133511871715406,0.7051427286044745,0.6830681056032853,0.9263218705937621,0.00010074920774486544,0.39364482713405147,2.050344208320859,2.417521822439878,1.3604949791166818,219246592,122281984,11300864,434171904,109096960,336506880,62595072,12369920,262066176,96137216,4620288,2899968,307048448,17285120,95731712,1.988,8,22,2,2.004,2,2,2,0,0,0,0,0,0,0.040642779110176226,0.003129151291512915,0.03568913480885312,0.03256410256410256,0.002625003569760808,0.003,0.003124260355029586,0.003419936373276776,0.09924445220692321,0.0048324723247232465,0.09571611253196932,0.05837209302325584,0.00486249947069064,0.0046,0.0048236686390532545,0.007337047353760443
1702381511,3.259780146321508,30.200450870955542,1.0631601570334217,0.35638779203685733,9.230474737503387,2.0319021456512725,0.48133511871715406,0.8470406081958487,0.6830681056032853,0.9263218705937621,0.00010074920774486544,0.39364482713405147,2.050344208320859,2.417521822439878,1.3366117160204938,219246592,122281984,11300864,434171904,109096960,336506880,62595072,12365824,262066176,96137216,4620288,2899968,307048448,17285120,95870976,8,6.045,28,10,10,2,8,84,0,0,0,0,0,0,0.0404165033187122,0.003112676056338028,0.035565173116089616,0.032638692416559985,0.0026476451963951294,0.003,0.0031238953848194977,0.003407898997996125,0.098269134641662,0.00480281690140845,0.09560880829015544,0.05802278391262135,0.004870473357320449,0.0046,0.004823011692675096,0.007241206236081146
1702381512,2.789831884467538,30.200450870955542,1.0631601570334217,0.35638779203685733,9.230474737503387,2.0319021456512725,0.48133511871715406,0.8470406081958487,0.5635336081882204,0.9263218705937621,0.00010074920774486544,0.39364482713405147,2.050344208320859,2.417521822439878,1.2802949312589813,219246592,122281984,11300864,434171904,109096960,336506880,62595072,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,13.952,5.968,23.81,5.984,6.008,2,6.016,29.937,0,0,0,0,0,0,0.040416294287728874,0.0031126732692250566,0.03556517311608961,0.03263862694123722,0.0025905511811023622,0.003,0.0031238938053097342,0.003394365083923812,0.09826902968376203,0.004802811884605102,0.09560880829015542,0.05802262664857323,0.004858267716535434,0.0046,0.004823008849557523,0.007145947712926247
1702381513,3.252721220097593,29.559684298122225,1.0631601570334217,0.35638779203685733,9.230474737503387,2.0319021456512725,0.40268295475577637,0.8470406081958487,0.5752894436828482,0.9263218705937621,0.00010074920774486544,0.39364482713405147,2.050344208320859,2.417521822439878,1.2802949312589813,219246592,122281984,11300864,434171904,109096960,336506880,62595072,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,18.012,8,14.085,14.036,13.678,2,14,82.121,0,0,0,0,0,0,0.04041666666666667,0.003112676056338028,0.035565173116089616,0.032638888888888884,0.0025905550636354624,0.003,0.0031324905721679284,0.0033943661971830986,0.09826923076923075,0.00480281690140845,0.09560880829015544,0.05802325581395347,0.004858267197613939,0.0046,0.004838483029902271,0.007145953757225435
1702381514,3.252721220097593,29.559684298122225,1.0468263845674757,0.35638779203685733,9.144302816901432,2.0319021456512725,0.47379679144385023,0.8470406081958487,0.5870452791774757,0.9263218705937621,0.00010074920774486544,0.39364482713405147,2.050344208320859,2.417521822439878,1.2802949312589813,219246592,122281984,11313152,434171904,109096960,336506880,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,39.647,19.843,45.098,4,3.901,2,4.008,35.725,0,0,0,0,0,0,0.040415735773557004,0.0031126690889897515,0.03556517311608961,0.032638234053442496,0.0025906521079303974,0.003,0.0031228070175438596,0.00339436341422855,0.09826872808106617,0.004802804360181552,0.09560880829015543,0.05802168297058261,0.004858254227120414,0.0046,0.004821052631578947,0.007145938647446231
1702381515,3.252721220097593,29.559684298122225,1.0468263845674757,0.35638779203685733,9.144302816901432,2.0319021456512725,0.47379679144385023,0.8470406081958487,0.5988011146721035,0.9019806033931306,0.00015306264436590182,0.39364482713405147,2.050344208320859,2.050078651444203,1.2802949312589813,219246592,122281984,11313152,434171904,109096960,336506880,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,10,8,14,2,1.996,2,1.992,14,0,0,0,0,0,0,0.04088397790055249,0.0031172161172161174,0.035565173116089616,0.032638888888888884,0.0025905511811023622,0.003,0.003122808072802411,0.0033943661971830986,0.09865203761755487,0.004810989010989011,0.09560880829015544,0.05802325581395347,0.004858267716535434,0.0046,0.00482105453104434,0.007145953757225435
1702381516,3.252721220097593,29.559684298122225,1.0468263845674757,0.33741718104083745,9.144302816901432,2.0319021456512725,0.47379679144385023,0.8470406081958487,0.7053501296776616,0.9019806033931306,0.00015306264436590182,0.39364482713405147,2.050344208320859,2.432610327997565,1.2802949312589813,219246592,122281984,11313152,434171904,109096960,336506880,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,16,6,16,10,10.263,2,10.135,61.797,0,0,0,0,0,0,0.041311789219115026,0.003124141780194015,0.0360337972166998,0.03243393765285954,0.0026355511277878964,0.003,0.003124265312652202,0.0034142133147758245,0.09897550136064871,0.004823455204349228,0.0959493670886076,0.058952862747826726,0.0048796651564816254,0.0046,0.004823677562773964,0.007282666508976749
1702381517,3.252721220097593,29.559684298122225,1.0468263845674757,0.3422301280327652,9.144302816901432,2.0319021456512725,0.47379679144385023,0.7094122610525315,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.39364482713405147,2.050344208320859,2.480198780317502,1.2802949312589813,219246592,122281984,11313152,434167808,109096960,336506880,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,12.073,12.073,24.44,4,3.894,2,4,16.073,0,0,0,0,0,0,0.04131245329356337,0.003124143319969953,0.0360337972166998,0.032434688027701976,0.002625501678684725,0.003,0.003124260355029586,0.0034062251089684507,0.09897586150073258,0.004823457975945916,0.0959493670886076,0.05895458313838482,0.0048693224308718076,0.0046,0.0048236686390532545,0.007242740459163222
1702381518,3.252721220097593,29.559684298122225,1.0468263845674757,0.3422301280327652,9.144302816901432,2.0319021456512725,0.47379679144385023,0.7234204542964205,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.39364482713405147,2.050344208320859,2.480198780317502,1.2802949312589813,219246592,122281984,11313152,434167808,109096960,336506880,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,26,10,32,6,5.901,2,8,26.065,0,0,0,0,0,0,0.04131190462536532,0.0031241387008343552,0.036033797216699796,0.03243427873728771,0.002625498007968128,0.003,0.0031329113924050637,0.003406226171744435,0.09897558178477181,0.00482344966150184,0.0959493670886076,0.05895364476030895,0.0048693227091633475,0.0046,0.004839240506329114,0.007242751269511908
1702381519,3.252721220097593,30.40423301042931,1.0468263845674757,0.3422301280327652,9.144302816901432,1.4610225000001265,0.47379679144385023,0.8404915946333503,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.39364482713405147,0.9618731948837791,2.480198780317502,1.2802949312589813,219246592,122359808,11313152,434167808,109096960,336506880,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,27.929,14.049,25.794,6.033,5.938,2,4.044,35.889,0,0,0,0,0,0,0.041311721750017356,0.0031241348518399005,0.036033797216699796,0.032434142316514404,0.002625498007968128,0.003,0.0031265038283685635,0.0034062259821179943,0.09897548855240551,0.00482344273331182,0.09594936708860759,0.058953331986199856,0.0048693227091633475,0.0046,0.004827706891063414,0.0072427512324032385
1702381520,2.830219839617083,30.40423301042931,1.0463303976514942,0.3422301280327652,9.144302816901432,1.4610225000001265,0.47379679144385023,0.8404915946333503,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.39364482713405147,0.9618731948837791,2.480198780317502,1.2802949312589813,219246592,122359808,11313152,434167808,109096960,336506880,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,4,8,12,2,2.119,2,2.012,2,0,0,0,0,0,0,0.04138185884659716,0.003130446281384334,0.03603379721669981,0.03243523381381681,0.002625402550525842,0.003,0.0031265060240963853,0.0034062274993721907,0.09883050052087032,0.004834803306491802,0.09594936708860763,0.05895583443924768,0.004869329946169437,0.0046,0.004827710843373493,0.007242751529317942
1702381521,2.7760078192821234,30.40423301042931,1.0463303976514942,0.3422301280327652,9.144302816901432,2.0967655819085462,0.47379679144385023,0.8404915946333503,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.3344159905895643,0.9618731948837791,2.480198780317502,1.2802949312589813,219246592,122359808,11313152,434167808,109096960,336580608,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,20.048,10.016,22.177,10.032,9.976,2,8,72.194,0,0,0,0,0,0,0.04135754884867738,0.003151724137931035,0.03605392156862745,0.03273809523809524,0.0026312572656606863,0.003,0.0031321309080924974,0.003411933609908087,0.09865073642119532,0.004873103448275863,0.0960175879396985,0.06281250000000006,0.004854092359601491,0.0046,0.004837835634566495,0.007276758373919595
1702381522,2.7217957989471633,30.40423301042931,1.0463303976514942,0.3422301280327652,9.144302816901432,2.0967655819085462,0.47379679144385023,0.8404915946333503,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.3910599036451224,0.9618731948837791,2.480198780317502,1.2802949312589813,219246592,122359808,11313152,434167808,109096960,336580608,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,16,8,30,4,4,2,4.008,45.782,0,0,0,0,0,0,0.04135722687232304,0.003151729436121998,0.036053921568627446,0.03273733636625389,0.0026092996468505165,0.003,0.0031321431513953108,0.0034076579327744546,0.09865052479872662,0.004873112985019598,0.0960175879396985,0.0628109240239215,0.004846877894250636,0.0046,0.004837857672511559,0.007248214603113003
1702381523,2.6675837786122036,30.40423301042931,1.0463303976514942,0.3422301280327652,9.144302816901432,2.0967655819085462,0.47379679144385023,0.8404915946333503,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.3910599036451224,0.9618731948837791,2.480198780317502,1.0410846898954864,219246592,122359808,11313152,434167808,109096960,336580608,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,26.081,14.02,20.202,6,5.901,2,6,24,0,0,0,0,0,0,0.04135740063462015,0.003151724137931035,0.03605392156862745,0.03273809523809524,0.00260936746845969,0.003,0.0031320741892912505,0.0034084722777057166,0.09865067011751422,0.004873103448275863,0.0960175879396985,0.06281250000000006,0.004846875289280083,0.0046,0.004837733540724251,0.007253593769243658
1702381524,3.2771555586793824,30.40423301042931,1.0463303976514942,0.3422301280327652,9.144302816901432,2.0967655819085462,0.47379679144385023,0.8404915946333503,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.3910599036451224,0.9344565002959114,2.480198780317502,1.062521623693396,219262976,122359808,11313152,434167808,109096960,336580608,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,14.036,12.024,22.133,4,4.11,2,4,16.024,0,0,0,0,0,0,0.041356983711104585,0.003151722372103404,0.03605392156862745,0.03273740548779946,0.0026092996620525615,0.003,0.003130183647153193,0.003407644385414018,0.09865042217985866,0.004873100269786128,0.0960175879396985,0.06281106757291481,0.004846877893666737,0.0046,0.004834330564875747,0.007248124257714889
1702381525,3.2771555586793824,30.964846833034894,1.0463303976514942,0.3422301280327652,7.788659924295795,2.0967655819085462,0.3777991330730219,0.7234204542964205,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.3910599036451224,0.9344565002959114,2.480198780317502,1.0839585574913058,219262976,122359808,11313152,434167808,109096960,336580608,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,95870976,8,6,22,8,7.703,2,3.98,48,0,0,0,0,0,0,0.04123886337175409,0.003162491360650058,0.03605392156862745,0.03277245335918873,0.0026074927163152566,0.003,0.003130183033389418,0.0034076633270223406,0.09884451642934547,0.004892484449170105,0.0960175879396985,0.06288380651945322,0.004846947296921697,0.0046,0.004834329460100953,0.007247959479633966
1702381526,3.2771555586793824,30.964846833034894,1.0463303976514942,0.3422301280327652,9.061283981316604,2.0967655819085462,0.3854190852328642,0.7094122610525315,0.7053501296776616,0.8886526531349687,0.00015306264436590182,0.3910599036451224,0.9344565002959114,2.480198780317502,1.3520182306355826,219262976,122359808,11313152,434167808,106745856,336580608,62631936,12365824,262074368,96137216,4620288,2899968,307048448,17285120,96018432,12.594,13.05,25.168,2.445,1.675,2,1.776,16.691,0,0,0,0,0,0,0.04038478453728392,0.0031541325741375843,0.03588973799126637,0.032758201739015676,0.0026258821708149797,0.003,0.003134151668615357,0.0034170330395660938,0.09804533137421342,0.004877438633447652,0.09548611111111113,0.06285551839230127,0.0048301917751888334,0.0046,0.004841473003507643,0.007314519692247558
1702381527,3.3366116408779907,30.964846833034894,1.0463303976514942,0.3422301280327652,9.0383573552963,2.0967655819085462,0.4571971295905388,0.8362326983948558,0.6000589890700286,0.8951725644386278,0.00015306264436590182,0.3910599036451224,0.9344565002959114,2.480198780317502,1.3520182306355826,219262976,122359808,11313152,434167808,106745856,336580608,62631936,12357632,262074368,96137216,4620288,2899968,307048448,17285120,96018432,16.112,6.004,21.956,11.929,11.94,2.445,12.001,69.229,0,0,0,0,0,0,0.04103483380981566,0.0031552420380908967,0.03585858585858585,0.03305732212434066,0.002600125727118388,0.003,0.0031341484225410224,0.0034243663889668876,0.09937411730544402,0.004879435668563614,0.09613810741687977,0.06329778138644528,0.00485229875906507,0.0046,0.00484146716057384,0.007352128684797942
1702381528,3.3366116408779907,30.964846833034894,1.0463303976514942,0.3422301280327652,9.0383573552963,2.0967655819085462,0.4571971295905388,0.8362326983948558,0.588303153575401,0.8951725644386278,0.00015306264436590182,0.3910599036451224,0.9344565002959114,2.480198780317502,1.3520182306355826,219262976,122359808,11313152,434167808,106745856,336580608,62631936,12357632,262074368,96137216,4620288,2899968,307048448,17285120,96018432,24.018,6.56,23.256,9.128,9.875,3.534,8.677,73.041,0,0,0,0,0,0,0.04103974326873187,0.0031552730700621263,0.03585858585858586,0.033059561164232455,0.002599980349970897,0.003,0.003122325653941456,0.0034243856372763344,0.09937681712116922,0.004879491526111827,0.09613810741687982,0.06330249652587994,0.004852309088493972,0.0046,0.004820186177094622,0.00735222578992278
1702381529,3.3366116408779907,30.964846833034894,1.0440246604373293,0.36745130917064256,9.0383573552963,2.0967655819085462,0.4571971295905388,0.8362326983948558,0.5765473180807733,0.8951725644386278,0.00012393290986001612,0.3910599036451224,0.9344565002959114,2.480198780317502,1.3520182306355826,219262976,122359808,11317248,434167808,106745856,336580608,62631936,12357632,262074368,96137216,4620288,2899968,307048448,17285120,96018432,17.185,13.529,18.072,2,1.894,0,2.088,2,0,0,0,0,0,0,0.04103594273953101,0.0031551562552643055,0.035858585858585854,0.03305929775858032,0.002599933178221815,0.003,0.003114941045447214,0.003424376578411685,0.09937478629587536,0.00487928125947575,0.09613810741687981,0.06330194184809723,0.004852312440170879,0.0046,0.004806893881804985,0.007352172865751667
1702381530,3.3366116408779907,30.964846833034894,1.0440246604373293,0.36745130917064256,9.0383573552963,2.0967655819085462,0.4571971295905388,0.8362326983948558,0.5647914825861456,0.7852304539828237,0.00012138186578725108,0.3910599036451224,0.9344565002959114,2.480198780317502,1.3520182306355826,219262976,122359808,11317248,434167808,106745856,336580608,62631936,12357632,262074368,96137216,4620288,2899968,307048448,17285120,96018432,24.18,14.09,30.675,6.045,6.367,2,5.984,14.09,0,0,0,0,0,0,0.04098966558772853,0.0031615946547163395,0.035858585858585854,0.033058375634517766,0.0025998702714361997,0.003,0.003114944011992532,0.0034243850076867157,0.09967959032711729,0.00489087037848941,0.09613810741687982,0.06330000000000001,0.004852316909863541,0.0046,0.004806899221586559,0.007352232783425326
