time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1702380713,2.8236400509588844,26.34726791766555,1.0405422024972109,0.353537173865165,9.115860755701995,4.607497719167174,0.36066428022155383,0.8354936603616384,0.6651941855528404,0.8163695753616451,0.00008899095737045014,0.38455904508053723,1.6242976183199789,2.435347159603246,1.3241185156019202,219049984,117641216,11177984,434147328,108691456,336318464,59576320,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,12,14,34,4,4,2,4.032,30,0,0,0,0,0,0,0.03635714285714285,0.003144827586206896,0.035246282527881034,0.03195754716981132,0.0025,0.003,0.0031455712009993723,0.003388489208633093,0.08918429003021146,0.004860689655172413,0.08894675925925925,0.048844339622641515,0.00477936507936508,0.0046,0.0048620281617988695,0.007022222222222221
1702380714,3.2371190679014146,22.88106526253067,1.0405422024972109,0.353537173865165,9.115860755701995,4.607497719167174,0.31773333333333653,0.8354936603616384,0.6651941855528404,0.8163695753616451,0.00008899095737045014,0.38455904508053723,1.6242976183199789,2.435347159603246,1.3241185156019202,219049984,117641216,11177984,434147328,108691456,336318464,59576320,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,30,12,36,10,9.671,2,9.976,70,0,0,0,0,0,0,0.03635714285714285,0.003144827586206896,0.035246282527881034,0.03195754716981132,0.0025001382589665455,0.003,0.003163637685936405,0.003388489208633093,0.08918429003021146,0.004860689655172413,0.08894675925925925,0.048844339622641515,0.004779382270806341,0.0046,0.00489454783468553,0.007022222222222221
1702380715,3.2371190679014146,22.441944130569574,1.071228549626486,0.353537173865165,9.115860755701995,4.607497719167174,0.31773333333333653,0.8354936603616384,0.6651941855528404,0.8163695753616451,0.00008899095737045014,0.38455904508053723,1.6242976183199789,2.435347159603246,1.1070461583027087,219049984,117641216,11169792,434147328,108691456,336318464,59576320,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,22.033,10.049,28.34,7.965,7.985,2,9.984,48.051,0,0,0,0,0,0,0.036508814124879996,0.003152450090744102,0.035246282527881034,0.03195784720391771,0.002499976158250529,0.003,0.0031636297522715105,0.0033884828211655296,0.08897336308273417,0.004874410163339384,0.08894675925925925,0.04884440852905679,0.004779362114826535,0.0046,0.004894533554088719,0.007022176704056348
1702380716,3.2371190679014146,26.83778749878475,1.071228549626486,0.353537173865165,9.115860755701995,4.607497719167174,0.31773333333333653,0.8354936603616384,0.6651941855528404,0.8163695753616451,0.00008899095737045014,0.38455904508053723,1.6242976183199789,2.435347159603246,1.1296822458846172,219049984,117719040,11169792,434147328,108691456,336318464,59576320,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,20,10,28,4,3.901,2.008,4,30,0,0,0,0,0,0,0.03657932011331444,0.003150684931506849,0.03552513464991023,0.032023809523809524,0.0025435545174974246,0.003,0.0031570996978851963,0.0033893985728848117,0.08890988372093021,0.004871232876712328,0.0888390804597701,0.04907142857142857,0.004787550197302257,0.0046,0.004882779456193354,0.00703867403314917
1702380717,2.8154933013046652,26.83778749878475,1.071228549626486,0.353537173865165,9.115860755701995,4.607497719167174,0.31773333333333653,0.8354936603616384,0.6651941855528404,0.6864624989889584,0.000057821796952224856,0.38455904508053723,1.6242976183199789,2.435347159603246,1.3581652549145051,219049984,117719040,11169792,434147328,108691456,336318464,59576320,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,13.972,12,20,7.945,7.665,2,7.972,43.917,0,0,0,0,0,0,0.03657996275061965,0.0031506864248728047,0.035525134649910244,0.032024354776545444,0.002533686853938681,0.003,0.003157095609167346,0.0033893894965501136,0.08891017677298563,0.004871235564771048,0.08883908045977014,0.049071553947832164,0.004797637574546781,0.0046,0.0048827720965012224,0.007038609700248656
1702380718,2.761541316839642,26.83778749878475,1.071228549626486,0.353537173865165,9.115860755701995,4.607497719167174,0.31773333333333653,0.8354936603616384,0.6651941855528404,0.6943452235368748,0.000057821796952224856,0.3895882656603206,1.9104315039798623,2.435347159603246,1.3581652549145051,219049984,117719040,11169792,434147328,108691456,336318464,59576320,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,10,4,16,12,12,2,12,68,0,0,0,0,0,0,0.03657932011331444,0.003150684931506849,0.03552513464991023,0.032023809523809524,0.002533596837944664,0.003,0.0031682847896440133,0.0033893985728848117,0.08890988372093021,0.004871232876712328,0.0888390804597701,0.04907142857142857,0.004797628458498025,0.0046,0.004902912621359224,0.00703867403314917
1702380719,2.7075893323746185,26.83778749878475,1.0875544794189012,0.353537173865165,9.115860755701995,4.607497719167174,0.4349931645884252,0.8354936603616384,0.6967912810521149,0.8235599562731235,0.000057821796952224856,0.3895882656603207,1.9104315039798623,2.435347159603246,1.3581652549145051,219049984,117719040,11169792,434147328,108691456,336318464,59633664,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,22,14,34,6,6.024,2,4,50,0,0,0,0,0,0,0.03657924005648679,0.003150684931506849,0.03552513464991023,0.032023809523809524,0.0025334572442539927,0.003,0.0031566265060240964,0.0033893985728848117,0.08890985227027552,0.004871232876712328,0.0888390804597701,0.04907142857142857,0.004797614321644853,0.0046,0.004881927710843375,0.00703867403314917
1702380720,2.653637347909595,26.83778749878475,1.0875544794189012,0.353537173865165,9.115860755701995,4.607497719167174,0.4349931645884252,0.8354936603616384,0.6967912810521149,0.8235599562731235,0.000057821796952224856,0.3895882656603207,1.9104315039798623,2.435347159603246,1.3581652549145051,219049984,117719040,11169792,434147328,108691456,336318464,59633664,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,18,12,26,8,8,2,8,46,0,0,0,0,0,0,0.03664285714285714,0.003156363636363637,0.03552513464991023,0.032023809523809524,0.002533583331667017,0.003,0.0031566265060240964,0.0033893985728848117,0.08865329512893981,0.004881454545454546,0.0888390804597701,0.04907142857142857,0.0047976270906979245,0.0046,0.004881927710843375,0.00703867403314917
1702380721,3.2355830041358447,26.83778749878475,1.0875544794189012,0.353537173865165,9.115860755701995,4.607497719167174,0.4349931645884252,0.8354936603616384,0.6967912810521149,0.8235599562731235,0.000057821796952224856,0.32848067427385613,1.9104315039798623,2.435347159603246,1.3581652549145051,219045888,117719040,11169792,434147328,108691456,336318464,59633664,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,16.061,10.049,22.267,6.048,6.004,2,6.012,34.158,0,0,0,0,0,0,0.03648843930635838,0.003157342657342657,0.035077696526508224,0.032134146341463415,0.0025900741520880634,0.003,0.003150602409638554,0.0034177545691906003,0.08829971181556195,0.004883216783216783,0.08840909090909092,0.049548780487804873,0.004825948914013248,0.0046,0.004871084337349398,0.0072229551451187335
1702380722,3.2355830041358447,26.83778749878475,1.0875544794189012,0.3539923368272664,9.152216660707895,4.607497719167174,0.4349931645884252,0.8354936603616384,0.6967912810521149,0.8235599562731235,0.000057821796952224856,0.38479549496146687,1.9104315039798623,2.435347159603246,1.3581652549145051,219045888,117719040,11169792,434147328,106684416,336318464,59633664,12349440,263229440,96137216,4620288,2899968,306376704,17043456,89550848,36.146,12.073,38.462,14.073,11.952,2,12,86.753,0,0,0,0,0,0,0.03648884255809457,0.003157345696388578,0.035077696526508224,0.03213439552129164,0.0025494245360350846,0.003,0.003150602409638554,0.0034177558656763715,0.08829988538109043,0.0048832222534994415,0.08840909090909091,0.0495488373946306,0.004800792297564625,0.0046,0.004871084337349398,0.007222962764814807
