time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1702373665,0.8162101345796084,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.7487640402082067,0.34008848388800844,0.7061398601398612,1.1505449251247912,0.5666788562830196,0,0.1471673550008979,0.6502601645692068,1.397944447372581,0.45219805885711495,192925696,70438912,8613888,434077696,2412544,322048000,36044800,10420224,247644160,91635712,4620288,2924544,298221568,12632064,35069952,2,3.984,9.921,2,1.931,2,0,2,0,5.952,0,0,0,0,0.0034489795918367346,0.003033898305084746,0.0002514384349827388,0.0030168067226890756,0.003162162162162162,0.0030168067226890756,0.0033655913978494624,0.011598360655737706,0.007380952380952381,0.004661016949152543,0.0004525891829689298,0.004630252100840336,0.004891891891891892,0.004630252100840336,0.006875000000000003,0.02330327868852459
1702373666,0.8162101345796084,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.7487640402082067,0.34008848388800844,0.7061398601398612,1.1505449251247912,0.5557658307833642,0,0.1471673550008979,0.6502601645692068,1.4004122255625406,0.45219805885711495,192925696,70438912,8613888,434077696,2412544,322048000,36044800,10420224,247644160,91635712,4620288,2924544,298221568,12632064,35069952,2,14,14,2,2,2,2.012,2,0,0,0,0,0,0,0.0034489795918367346,0.003033898305084746,0.0002514384349827388,0.0030168067226890756,0.003162162162162162,0.0030168067226890756,0.0034242424242424243,0.011598360655737706,0.007380952380952381,0.0046610169491525435,0.0004525891829689298,0.004630252100840336,0.004891891891891892,0.004630252100840336,0.0075000000000000015,0.02330327868852459
1702373667,0.8162101345796084,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.7254156167024498,0.34008848388800844,0.7061398601398612,1.1167717565879502,0.5448528052837088,0,0.1471673550008979,0.6502601645692068,1.4004122255625406,0.38780003085298564,192925696,70438912,8613888,434077696,2412544,322043904,36044800,10420224,247644160,91635712,4620288,2924544,298221568,12632064,35069952,2,32,56,2,1.927,2,4.049,2,0,0,0,0,0,0,0.0034489795918367346,0.003033898305084746,0.0002514384349827388,0.0030168067226890756,0.0031621621621621618,0.0030168067226890756,0.0034242424242424243,0.011598360655737706,0.007380952380952381,0.0046610169491525435,0.0004525891829689298,0.004630252100840336,0.004891891891891891,0.004630252100840336,0.0075000000000000015,0.02330327868852459
1702373668,0.8162101345796084,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.5742852838082833,0.34008848388800844,0.7061398601398612,1.1167717565879502,0.5339397797840536,0,0.1471673550008979,0.6502601645692068,1.4004122255625406,0.38026339653870034,192925696,70438912,8613888,434077696,2412544,322043904,36044800,10420224,247644160,91635712,4620288,2924544,298221568,12632064,35069952,1.984,10,16,2,2,2,4,2,0,0,0,0,0,0,0.0034489795918367346,0.003033898305084746,0.0002514384349827388,0.0030168067226890756,0.003162162162162162,0.0030168067226890756,0.0034242424242424243,0.011598360655737706,0.007380952380952381,0.0046610169491525435,0.0004525891829689298,0.004630252100840336,0.004891891891891892,0.004630252100840336,0.0075000000000000015,0.02330327868852459
1702373669,0.8162101345796084,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.5861072049208915,0.34008848388800844,0.7061398601398612,1.1167717565879502,0.5230267542843982,0,0.1471673550008979,0.6502601645692068,1.4004122255625406,0.37272676222441514,192925696,70438912,8613888,434077696,2412544,322043904,36044800,10420224,247644160,91635712,4620288,2924544,298221568,12632064,35069952,2,12,2,2,2,2,4,2,0,0,0,0,0,0,0.0034242424242424243,0.003037037037037037,0.0002514384349827388,0.0030168067226890756,0.003162162162162162,0.0030168067226890756,0.0034242424242424243,0.011741071428571427,0.007250000000000001,0.004666666666666666,0.0004525891829689298,0.004630252100840336,0.004891891891891892,0.004630252100840336,0.0075000000000000015,0.023419642857142854
1702373670,0.7670713514139237,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.5979291260334997,0.3353855035061213,0.7061398601398612,0.9581324620348136,0.5121137287847428,0,0.1471673550008979,0.6502601645692068,1.4004122255625406,0.3651901279101299,192925696,70438912,8613888,434077696,2412544,322043904,36048896,10420224,247648256,91635712,4620288,2924544,298221568,12632064,35069952,4,8,10,2,2.105,2,2.016,4,0,0,0,0,0,0,0.0034242424242424243,0.003179640718562874,0.0002858926342072409,0.0030168067226890756,0.003156862745098039,0.0030168067226890756,0.0034175824175824176,0.011598360655737706,0.007250000000000001,0.004923353293413173,0.0036742857142857185,0.004630252100840336,0.004882352941176471,0.004630252100840336,0.0075,0.02330327868852459
1702373671,0.782347016703132,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.6097510471461078,0.33094156761337756,0.7061398601398612,0.9581324620348136,0.6481045401837464,0,0.1471673550008979,0.6502601645692068,1.4004122255625406,0.3576534935958447,192925696,70438912,8613888,434077696,2412544,322043904,36048896,10420224,247648256,91648000,4620288,2924544,298221568,12632064,35069952,6.024,16.049,20.243,2,2,2,2,4.024,0,0,0,0,0,0,0.0034242424242424243,0.0031795539159181676,0.0002858926342072409,0.0030168067226890756,0.003142857142857143,0.0030168067226890756,0.003376237623762376,0.011598360655737706,0.00725,0.0049231970486527015,0.0036742857142857185,0.004630252100840336,0.004857142857142858,0.004630252100840336,0.007187500000000001,0.02330327868852459
1702373672,0.7787572353601679,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.7093152667564945,0.33094156761337756,0.7141151328064057,0.9581324620348136,0.6481045401837464,0,0.1471673550008979,0.6502601645692068,1.4004122255625406,0.4558697009644075,192925696,70438912,8613888,434077696,2412544,322043904,36048896,10436608,247648256,91648000,4620288,2924544,298221568,12632064,35069952,2,10.02,8.081,2,2.008,2,3.976,2,0,0,0,0,0,0,0.003424242424242424,0.0031796324522267608,0.0002858926342072409,0.0030168067226890756,0.003142857142857143,0.0030168067226890756,0.003376237623762376,0.011598360655737704,0.00725,0.004923338414008169,0.0036742857142857055,0.004630252100840336,0.004857142857142858,0.004630252100840336,0.007187500000000002,0.023303278688524585
1702373673,1.1316667765978496,0.4511121501569694,0.694712080478688,0.049156373433181993,,0.7093152667564945,0.33094156761337756,0.5467819711633619,0.9581324620348136,0.6481045401837464,0,0.1471673550008979,0.6586032539186834,1.4004122255625406,0.4558697009644075,193122304,70438912,8613888,434077696,2412544,322043904,36048896,10436608,247648256,91648000,4620288,2924544,298221568,12632064,35069952,2,18,28,2,2.016,2,0,6,0,0,0,0,0,0,0.0034242424242424243,0.0031796503628051297,0.00028589263420724097,0.0030168067226890756,0.003142857142857143,0.0030168067226890756,0.003376237623762376,0.011598360655737707,0.00725,0.004923370653049233,0.003674285714285711,0.004630252100840336,0.004857142857142858,0.004630252100840336,0.007187499999999996,0.023303278688524595
1702373674,1.1316667765978496,0.4511121501569694,0.5869613711176177,0.049156373433181993,,0.7093152667564945,0.33094156761337756,0.5583993986829981,0.9581324620348136,0.6481045401837464,0,0.1471673550008979,0.6586032539186834,1.4004122255625406,0.37952236322680216,193122304,70438912,8613888,434077696,2412544,322043904,36048896,10436608,247648256,91648000,4620288,2924544,298221568,12632064,35069952,2,4,18,2,2,2,2,2,0,0,0,0,0,0,0.003505050505050505,0.0031760103440966283,0.0002858926342072409,0.0030168067226890756,0.0031428571428571426,0.0030168067226890756,0.003376237623762376,0.011973684210526317,0.008150000000000001,0.004916818619373931,0.0036742857142857094,0.004630252100840336,0.004857142857142856,0.004630252100840336,0.007187500000000001,0.023447368421052633
